Last Price,Open Price,Max,Min,Size,Change Persent,Class
1315.05,1311.8,1383.02,1266.86,3.97,0.0025,Ethereum
1274.57,1315.08,1342.01,1196.63,4.06,0.0308,Ethereum
1313.64,1274.93,1341.21,1257.83,3.38,0.0307,Ethereum
1619.69,1313.64,1660.13,1301.8,6.73,0.233,Ethereum
1627.07,1619.67,1666.17,1503.29,6.02,0.0046,Ethereum
1256.29,1626.86,1637.44,1076.29,11.99,0.2279,Ethereum
1217.65,1256.29,1289.21,1175.42,3.72,0.0308,Ethereum
1205.15,1217.65,1229.2,1077.85,4.49,0.0103,Ethereum
1240.46,1205.17,1304.97,1151.98,3.49,0.0293,Ethereum
1266.62,1240.46,1303.92,1221.1,2.82,0.0211,Ethereum
1187.18,1266.36,1348.43,1156.91,4.05,0.0627,Ethereum
1220.46,1187.19,1229.47,1152.54,2.36,0.028,Ethereum
1195.67,1220.46,1233.15,1184.22,1.97,0.0203,Ethereum
1263.9,1195.69,1274.85,1191.67,2.15,0.0571,Ethereum
0.32715,0.35106,0.38143,0.3195,1.75,0.0681,Ripple
0.32855,0.32712,0.33532,0.3107,1.43,0.0043,Ripple
0.31304,0.32856,0.33047,0.30761,845.41,0.0472,Ripple
0.31034,0.31302,0.33604,0.28176,2.32,0.0086,Ripple
0.3122,0.31034,0.32012,0.28878,1.74,0.006,Ripple
0.30083,0.3122,0.31334,0.29804,1.61,0.0364,Ripple
0.33285,0.30089,0.34774,0.29894,3.08,0.1064,Ripple
0.31411,0.33285,0.34362,0.29478,3.96,0.0563,Ripple
0.31388,0.31411,0.32161,0.29794,2.35,7.0E4,Ripple
0.31871,0.31388,0.3252,0.30641,2.23,0.0154,Ripple
0.31171,0.31871,0.32231,0.3028,2.24,0.022,Ripple
0.31104,0.3117,0.31813,0.29407,2.81,0.0021,Ripple
0.35256,0.31104,0.37939,0.30744,8.78,0.1335,Ripple
0.32482,0.35256,0.37025,0.31457,5.27,0.0787,Ripple
0.32735,0.32479,0.3447,0.31427,7.24,0.0078,Ripple
0.29895,0.32726,0.33144,0.28687,8.84,0.0867,Ripple
0.30368,0.29896,0.31715,0.29187,6.56,0.0158,Ripple
0.32189,0.30368,0.33765,0.29304,6.77,0.06,Ripple
0.37194,0.32184,0.47805,0.30579,24.73,0.1555,Ripple
0.38536,0.37191,0.42478,0.36351,13.06,0.0361,Ripple
0.42894,0.38542,0.47232,0.37556,15.18,0.1131,Ripple
0.40721,0.42891,0.46336,0.38531,12.20,0.0506,Ripple
0.40947,0.4072,0.41203,0.37232,8.66,0.0055,Ripple
0.47707,0.40947,0.50552,0.40683,11.45,0.1651,Ripple
0.42673,0.47707,0.49582,0.39489,14.40,0.1055,Ripple
0.39022,0.42674,0.42827,0.37489,9.21,0.0856,Ripple
0.33206,0.39022,0.40652,0.31938,10.76,0.149,Ripple
0.33286,0.33204,0.34033,0.28609,10.66,0.0024,Ripple
0.30993,0.33283,0.33469,0.30412,7.29,0.0689,Ripple
0.31601,0.30994,0.32318,0.30091,6.20,0.0196,Ripple
0.29925,0.31601,0.33075,0.29043,7.48,0.0531,Ripple
0.26544,0.29921,0.30591,0.24016,12.16,0.113,Ripple
0.27137,0.26542,0.27137,0.25917,12.32,0.0223,Ripple
0.25759,0.27138,0.27942,0.24773,6.65,0.0508,Ripple
0.25999,0.25759,0.26605,0.24801,6.65,0.0093,Ripple
0.26128,0.25999,0.26573,0.25098,6.39,0.005,Ripple
0.28968,0.26131,0.32571,0.25715,12.05,0.1087,Ripple
0.24186,0.28968,0.28983,0.22523,12.61,0.1651,Ripple
0.25318,0.24185,0.26132,0.23478,8.79,0.0468,Ripple
0.27236,0.25324,0.28633,0.25096,11.71,0.0758,Ripple
0.29133,0.27236,0.30302,0.27164,13.71,0.0696,Ripple
0.29375,0.29133,0.312,0.25165,14.87,0.0083,Ripple
0.29469,0.29374,0.30907,0.28541,13.63,0.0032,Ripple
0.27987,0.29469,0.31422,0.27188,13.74,0.0503,Ripple
0.26219,0.27987,0.2837,0.25399,10.64,0.0631,Ripple
0.234,0.26219,0.26591,0.22215,12.26,0.1075,Ripple
0.22548,0.23401,0.23455,0.20268,11.84,0.0364,Ripple
0.22708,0.22548,0.22793,0.20992,10.81,0.0071,Ripple
0.21631,0.22708,0.2318,0.21512,9.03,0.0474,Ripple
0.19146,0.2163,0.21914,0.17553,15.38,0.1149,Ripple
0.19309,0.19146,0.1982,0.18539,10.68,0.0085,Ripple
0.19311,0.1931,0.19827,0.18464,10.52,1.0E4,Ripple
0.21138,0.19313,0.22505,0.19289,15.53,0.0946,Ripple
0.2435,0.21127,0.32324,0.20971,17.51,0.152,Ripple
0.2196,0.24349,0.25122,0.21401,11.91,0.0982,Ripple
0.24132,0.2196,0.24594,0.21823,12.26,0.0989,Ripple
0.27763,0.24132,0.28804,0.24132,17.97,0.1505,Ripple
0.30754,0.27763,0.34553,0.26764,24.00,0.1077,Ripple
0.27492,0.30754,0.31879,0.26279,23.14,0.1061,Ripple
0.22902,0.27492,0.2843,0.22313,19.39,0.1669,Ripple
0.23624,0.22901,0.24616,0.22445,14.84,0.0315,Ripple
0.14596,0.23622,0.23622,0.1057,50.78,0.3821,Ripple
0.15788,0.14596,0.17453,0.12872,38.41,0.0817,Ripple
0.17545,0.15789,0.18709,0.14544,27.74,0.1113,Ripple
0.18122,0.17547,0.18587,0.16217,23.53,0.0328,Ripple
0.18841,0.18122,0.20497,0.17691,20.62,0.0397,Ripple
0.19532,0.18843,0.19669,0.17432,18.85,0.0367,Ripple
0.1942,0.19529,0.19856,0.17885,17.78,0.0057,Ripple
0.22371,0.19419,0.2355,0.19275,20.56,0.152,Ripple
0.21647,0.22371,0.22647,0.20729,17.91,0.0324,Ripple
0.19981,0.21648,0.21649,0.18239,17.74,0.077,Ripple
0.19883,0.19981,0.20779,0.19013,9.63,0.0049,Ripple
0.20703,0.19883,0.20754,0.19047,8.54,0.0413,Ripple
0.2037,0.20703,0.21452,0.19826,10.33,0.0161,Ripple
0.19241,0.2037,0.20499,0.18544,6.79,0.0554,Ripple
0.18793,0.19241,0.19852,0.1824,6.62,0.0233,Ripple
0.17514,0.18793,0.19042,0.16947,6.59,0.0681,Ripple
0.17808,0.17514,0.1796,0.1724,5.69,0.0168,Ripple
0.20115,0.17808,0.21161,0.17401,10.19,0.1295,Ripple
0.19989,0.20114,0.20645,0.18907,6.77,0.0063,Ripple
0.21463,0.19988,0.21741,0.19286,7.27,0.0738,Ripple
0.291,0.24096,0.29743,0.23742,13.59,0.3558,Ripple
0.29525,0.29101,0.32523,0.25562,19.02,0.0146,Ripple
0.29886,0.29526,0.30713,0.27077,13.83,0.0122,Ripple
0.28611,0.29882,0.32667,0.27353,12.98,0.0427,Ripple
0.27384,0.28609,0.29193,0.25489,8.23,0.0429,Ripple
0.23736,0.27384,0.30373,0.23152,12.14,0.1332,Ripple
0.24748,0.23737,0.24873,0.22977,10.98,0.0426,Ripple
0.25111,0.24741,0.25821,0.23431,7.51,0.0147,Ripple
0.24157,0.25082,0.25131,0.21955,6.11,0.038,Ripple
0.23273,0.24151,0.24838,0.22849,8.50,0.0366,Ripple
0.25392,0.23265,0.2601,0.23152,8.54,0.091,Ripple
0.24059,0.25391,0.25997,0.23772,8.31,0.0525,Ripple
0.25611,0.24057,0.26354,0.24007,6.97,0.0645,Ripple
0.23972,0.25611,0.25904,0.23138,6.60,0.064,Ripple
0.24897,0.23971,0.26725,0.22803,7.11,0.0386,Ripple
0.26808,0.24898,0.2771,0.24562,6.44,0.0767,Ripple
0.46343,0.26813,0.46804,0.26412,8.95,0.7287,Ripple
0.62597,0.46288,0.77883,0.41077,25.23,0.3507,Ripple
0.58532,0.62578,0.67952,0.544,10.85,0.0649,Ripple
0.50589,0.58546,0.62717,0.48577,9.95,0.1357,Ripple
0.57659,0.50589,0.65864,0.43985,13.12,0.1397,Ripple
0.29461,0.57665,0.58642,0.21523,32.11,0.489,Ripple
0.22097,0.29463,0.30993,0.17428,26.67,0.2499,Ripple
0.32432,0.22087,0.36878,0.21542,26.32,0.4677,Ripple
0.27951,0.32433,0.36658,0.25579,15.00,0.1382,Ripple
0.27166,0.27923,0.32793,0.24165,9.69,0.0281,Ripple
0.44304,0.27163,0.50882,0.24441,9.93,0.6309,Ripple
0.44274,0.44329,0.75358,0.34132,34.45,7.0E4,Ripple
0.63303,0.44275,0.64209,0.39789,15.68,0.4298,Ripple
0.512,0.63352,0.63792,0.4752,11.18,0.1912,Ripple
0.43574,0.512,0.64615,0.3672,16.31,0.1489,Ripple
0.46296,0.43578,0.4938,0.3934,7.80,0.0625,Ripple
0.4577,0.46296,0.48804,0.42505,5.71,0.0114,Ripple
0.52446,0.45768,0.54965,0.42346,6.50,0.1459,Ripple
0.54789,0.5246,0.59954,0.45393,11.54,0.0447,Ripple
0.57886,0.54789,0.64142,0.53095,7.23,0.0565,Ripple
1.37431,0.57886,1.3953,0.56884,21.78,1.3742,Ripple
1.54064,1.37428,1.96332,1.3084,20.15,0.121,Ripple
1.05015,1.53957,1.56266,0.89374,21.43,0.3184,Ripple
1.65073,1.05015,1.66456,0.95088,14.78,0.5719,Ripple
1.56237,1.65073,1.76001,1.35493,11.36,0.0535,Ripple
1.48591,1.56235,1.62613,1.20537,10.37,0.0489,Ripple
0.90502,1.48591,1.69982,0.82006,20.80,0.3909,Ripple
0.83041,0.90502,1.06643,0.6507,14.51,0.0824,Ripple
0.92274,0.83044,1.0973,0.79877,8.92,0.1112,Ripple
0.83121,0.92274,0.97376,0.78577,6.02,0.0992,Ripple
0.75977,0.83164,0.92692,0.75589,4.03,0.086,Ripple
0.61663,0.75965,0.78412,0.51017,9.64,0.1884,Ripple
0.67644,0.61669,0.72851,0.59735,4.90,0.097,Ripple
0.62511,0.67644,0.70881,0.5934,3.55,0.0759,Ripple
0.58164,0.6247,0.65701,0.56785,2.98,0.0695,Ripple
0.60665,0.58167,0.61383,0.51755,3.60,0.043,Ripple
0.74434,0.60496,0.76911,0.59105,6.06,0.227,Ripple
0.81666,0.74443,0.81814,0.6973,3.54,0.0972,Ripple
1.28015,0.81666,1.30885,0.76058,7.33,0.5675,Ripple
1.21663,1.28017,1.34807,1.0522,8.18,0.0496,Ripple
1.14492,1.21654,1.30288,1.05214,5.58,0.0589,Ripple
1.25482,1.14489,1.32231,1.09152,4.98,0.096,Ripple
1.07882,1.25486,1.41516,0.9617,8.13,0.1403,Ripple
1.07557,1.07884,1.12973,1.02673,3.38,0.003,Ripple
0.94014,1.07556,1.08348,0.859,5.76,0.1259,Ripple
1.0362,0.94014,1.06994,0.88656,4.40,0.1022,Ripple
1.15945,1.0362,1.20814,1.0067,3.89,0.1189,Ripple
1.134,1.16036,1.22162,1.06589,4.85,0.0219,Ripple
1.09354,1.134,1.16343,1.02483,3.40,0.0357,Ripple
1.08406,1.09354,1.15926,0.95469,4.39,0.0087,Ripple
1.1512,1.08409,1.25508,1.07002,4.64,0.0619,Ripple
1.18937,1.15138,1.34634,1.13594,4.98,0.0332,Ripple
1.09614,1.18937,1.21934,1.01839,5.55,0.0784,Ripple
0.94547,1.09615,1.09715,0.92297,5.35,0.1375,Ripple
0.84697,0.94528,1.02975,0.62065,3.99,0.1042,Ripple
0.83722,0.8453,0.933,0.75038,6.58,0.0115,Ripple
0.82643,0.83767,0.85633,0.76124,4.08,0.0129,Ripple
0.92525,0.82643,1.01612,0.81969,6.03,0.1196,Ripple
0.85001,0.92522,0.95497,0.80292,3.36,0.0813,Ripple
0.74471,0.85003,0.8638,0.71549,3.60,0.1239,Ripple
0.77934,0.74478,0.80681,0.70058,3.16,0.0465,Ripple
0.59674,0.77921,0.78416,0.552,4.06,0.2343,Ripple
0.6174,0.59679,0.65753,0.55498,4.70,0.0346,Ripple
0.66617,0.61748,0.68613,0.581,2.98,0.079,Ripple
0.82171,0.66618,0.91257,0.6605,7.38,0.2335,Ripple
0.8216,0.82203,0.85886,0.75487,4.75,1.0E4,Ripple
0.75044,0.82174,0.82272,0.62253,8.04,0.0866,Ripple
0.75391,0.75044,0.80324,0.69756,5.00,0.0046,Ripple
0.78585,0.75387,0.84877,0.7041,4.91,0.0424,Ripple
0.8197,0.78591,0.82648,0.74218,3.13,0.0431,Ripple
0.83286,0.81958,0.86489,0.78882,3.21,0.0161,Ripple
0.82369,0.83286,0.91125,0.7982,3.60,0.011,Ripple
0.76221,0.82392,0.8498,0.74696,2.80,0.0746,Ripple
0.78104,0.7622,0.7988,0.68415,3.95,0.0247,Ripple
0.70547,0.78102,0.78582,0.7031,3.50,0.0968,Ripple
0.58523,0.70549,0.71174,0.57131,3.63,0.1704,Ripple
0.58075,0.58523,0.6567,0.56966,4.10,0.0077,Ripple
0.42609,0.58075,0.58286,0.33665,10.76,0.2663,Ripple
0.41449,0.4261,0.44953,0.392,4.32,0.0272,Ripple
0.38637,0.41446,0.42854,0.3766,4.14,0.0679,Ripple
0.39242,0.38631,0.43342,0.37945,3.63,0.0157,Ripple
0.35957,0.39242,0.41706,0.35634,3.35,0.0837,Ripple
0.3075,0.35966,0.36513,0.28757,6.10,0.1448,Ripple
0.36752,0.3075,0.38633,0.29839,3.84,0.1952,Ripple
0.31549,0.36754,0.3748,0.30612,3.21,0.1416,Ripple
0.34478,0.31553,0.35837,0.30916,3.03,0.0928,Ripple
0.35051,0.34478,0.35594,0.30335,3.05,0.0166,Ripple
0.35932,0.35036,0.38145,0.34245,2.95,0.0251,Ripple
0.38767,0.35929,0.40906,0.32559,2.92,0.0789,Ripple
0.3714,0.38768,0.39865,0.36322,2.37,0.042,Ripple
0.37799,0.3714,0.38713,0.35862,2.46,0.0178,Ripple
0.33678,0.378,0.39211,0.33152,3.60,0.109,Ripple
0.33461,0.33678,0.37003,0.32914,3.55,0.0064,Ripple
0.32962,0.33461,0.33717,0.3187,2.66,0.0149,Ripple
0.3573,0.32977,0.36172,0.31367,3.21,0.084,Ripple
0.37587,0.3573,0.37994,0.3219,3.90,0.052,Ripple
0.48781,0.37588,0.55696,0.3403,12.96,0.2978,Ripple
0.47542,0.48782,0.51964,0.41763,6.91,0.0254,Ripple
0.51716,0.47534,0.52869,0.43821,4.62,0.0878,Ripple
0.48181,0.51717,0.54678,0.4421,4.34,0.0683,Ripple
0.46542,0.48182,0.48727,0.42958,3.23,0.034,Ripple
0.47011,0.46533,0.48358,0.44372,2.97,0.0101,Ripple
0.49302,0.47024,0.5096,0.44536,3.43,0.0487,Ripple
0.36341,0.49301,0.49444,0.32032,5.52,0.2629,Ripple
0.38401,0.36344,0.39657,0.32185,3.01,0.0567,Ripple
0.39611,0.38403,0.41878,0.34668,3.88,0.0315,Ripple
0.38711,0.39616,0.4112,0.3741,2.71,0.0227,Ripple
0.38657,0.38728,0.3958,0.37518,2.47,0.0014,Ripple
0.35458,0.38658,0.39666,0.34622,2.96,0.0827,Ripple
0.352,0.35459,0.35522,0.33286,2.47,0.0073,Ripple
0.33872,0.35199,0.37257,0.3338,2.82,0.0377,Ripple
0.34412,0.33876,0.35447,0.31516,3.22,0.0159,Ripple
315.01,287.8,322.61,274.69,4.7,0.0949,Binance Coin
324.1,315.2,336.6,308.67,3.85,0.0288,Binance Coin
283.8,324.11,330.99,277.23,4.03,0.1243,Binance Coin
277.8,283.8,306.7,274.3,3.65,0.0211,Binance Coin
,277.9,292,270.82,2.8,0.0,Binance Coin
296.61,277.8,298.6,258.72,3.14,0.0677,Binance Coin
279.09,296.6,299.8,267.19,2.92,0.059,Binance Coin
274.6,279.09,284.9,256.71,2.89,0.0161,Binance Coin
282.91,274.59,289.8,266.5,2.45,0.0303,Binance Coin
276.3,282.91,298.19,275.6,2.26,0.0234,Binance Coin
268.2,276.4,279.4,257.05,2.0,0.0293,Binance Coin
270.49,268.2,276,263.9,1.34,0.0086,Binance Coin
304.4,270.49,308.2,268.89,2.25,0.1253,Binance Coin
349.4,304.4,360.72,302.4,5.02,0.1478,Binance Coin
282.69,349.11,393.42,260.52,9.29,0.1909,Binance Coin
272.61,282.69,291.79,263.61,2.62,0.0357,Binance Coin
311.2,272.61,317.59,250.6,4.1,0.1416,Binance Coin
290.4,311.2,316.59,285.7,3.42,0.0669,Binance Coin
288.1,290.4,297.09,281.6,2.11,0.0079,Binance Coin
242,288.2,291.19,220.5,4.82,0.16,Binance Coin
244.5,242,253.5,237.69,2.07,0.0103,Binance Coin
246.1,244.5,248.1,241.5,1.08,0.0065,Binance Coin
261.3,246.1,263.59,241.2,1.35,0.0618,Binance Coin
0.32715,0.35106,0.38143,0.3195,1.75,0.0681,Binance Coin
0.32855,0.32712,0.33532,0.3107,1.43,0.0043,Binance Coin
0.31304,0.32856,0.33047,0.30761,845.41,0.0472,Binance Coin
0.31034,0.31302,0.33604,0.28176,2.32,0.0086,Binance Coin
0.3122,0.31034,0.32012,0.28878,1.74,0.006,Binance Coin
0.30083,0.3122,0.31334,0.29804,1.61,0.0364,Binance Coin
0.33285,0.30089,0.34774,0.29894,3.08,0.1064,Binance Coin
0.31411,0.33285,0.34362,0.29478,3.96,0.0563,Binance Coin
0.31388,0.31411,0.32161,0.29794,2.35,7.0E4,Binance Coin
0.31871,0.31388,0.3252,0.30641,2.23,0.0154,Binance Coin
0.31171,0.31871,0.32231,0.3028,2.24,0.022,Binance Coin
0.31104,0.3117,0.31813,0.29407,2.81,0.0021,Binance Coin
0.35256,0.31104,0.37939,0.30744,8.78,0.1335,Binance Coin
0.32482,0.35256,0.37025,0.31457,5.27,0.0787,Binance Coin
0.32735,0.32479,0.3447,0.31427,7.24,0.0078,Binance Coin
0.29895,0.32726,0.33144,0.28687,8.84,0.0867,Binance Coin
0.30368,0.29896,0.31715,0.29187,6.56,0.0158,Binance Coin
0.32189,0.30368,0.33765,0.29304,6.77,0.06,Binance Coin
0.37194,0.32184,0.47805,0.30579,24.73,0.1555,Binance Coin
0.38536,0.37191,0.42478,0.36351,13.06,0.0361,Binance Coin
0.42894,0.38542,0.47232,0.37556,15.18,0.1131,Binance Coin
0.40721,0.42891,0.46336,0.38531,12.20,0.0506,Binance Coin
0.40947,0.4072,0.41203,0.37232,8.66,0.0055,Binance Coin
0.47707,0.40947,0.50552,0.40683,11.45,0.1651,Binance Coin
0.42673,0.47707,0.49582,0.39489,14.40,0.1055,Binance Coin
0.39022,0.42674,0.42827,0.37489,9.21,0.0856,Binance Coin
0.33206,0.39022,0.40652,0.31938,10.76,0.149,Binance Coin
0.33286,0.33204,0.34033,0.28609,10.66,0.0024,Binance Coin
0.30993,0.33283,0.33469,0.30412,7.29,0.0689,Binance Coin
0.31601,0.30994,0.32318,0.30091,6.20,0.0196,Binance Coin
0.29925,0.31601,0.33075,0.29043,7.48,0.0531,Binance Coin
0.26544,0.29921,0.30591,0.24016,12.16,0.113,Binance Coin
0.27137,0.26542,0.27137,0.25917,12.32,0.0223,Binance Coin
0.25759,0.27138,0.27942,0.24773,6.65,0.0508,Binance Coin
0.25999,0.25759,0.26605,0.24801,6.65,0.0093,Binance Coin
0.26128,0.25999,0.26573,0.25098,6.39,0.005,Binance Coin
0.28968,0.26131,0.32571,0.25715,12.05,0.1087,Binance Coin
0.24186,0.28968,0.28983,0.22523,12.61,0.1651,Binance Coin
0.25318,0.24185,0.26132,0.23478,8.79,0.0468,Binance Coin
0.27236,0.25324,0.28633,0.25096,11.71,0.0758,Binance Coin
0.29133,0.27236,0.30302,0.27164,13.71,0.0696,Binance Coin
0.29375,0.29133,0.312,0.25165,14.87,0.0083,Binance Coin
0.29469,0.29374,0.30907,0.28541,13.63,0.0032,Binance Coin
0.27987,0.29469,0.31422,0.27188,13.74,0.0503,Binance Coin
0.26219,0.27987,0.2837,0.25399,10.64,0.0631,Binance Coin
0.234,0.26219,0.26591,0.22215,12.26,0.1075,Binance Coin
0.22548,0.23401,0.23455,0.20268,11.84,0.0364,Binance Coin
0.22708,0.22548,0.22793,0.20992,10.81,0.0071,Binance Coin
0.21631,0.22708,0.2318,0.21512,9.03,0.0474,Binance Coin
0.19146,0.2163,0.21914,0.17553,15.38,0.1149,Binance Coin
0.19309,0.19146,0.1982,0.18539,10.68,0.0085,Binance Coin
0.19311,0.1931,0.19827,0.18464,10.52,1.0E4,Binance Coin
0.21138,0.19313,0.22505,0.19289,15.53,0.0946,Binance Coin
0.2435,0.21127,0.32324,0.20971,17.51,0.152,Binance Coin
0.2196,0.24349,0.25122,0.21401,11.91,0.0982,Binance Coin
0.24132,0.2196,0.24594,0.21823,12.26,0.0989,Binance Coin
0.27763,0.24132,0.28804,0.24132,17.97,0.1505,Binance Coin
0.30754,0.27763,0.34553,0.26764,24.00,0.1077,Binance Coin
0.27492,0.30754,0.31879,0.26279,23.14,0.1061,Binance Coin
0.22902,0.27492,0.2843,0.22313,19.39,0.1669,Binance Coin
0.23624,0.22901,0.24616,0.22445,14.84,0.0315,Binance Coin
0.14596,0.23622,0.23622,0.1057,50.78,0.3821,Binance Coin
0.15788,0.14596,0.17453,0.12872,38.41,0.0817,Binance Coin
0.17545,0.15789,0.18709,0.14544,27.74,0.1113,Binance Coin
0.18122,0.17547,0.18587,0.16217,23.53,0.0328,Binance Coin
0.18841,0.18122,0.20497,0.17691,20.62,0.0397,Binance Coin
0.19532,0.18843,0.19669,0.17432,18.85,0.0367,Binance Coin
0.1942,0.19529,0.19856,0.17885,17.78,0.0057,Binance Coin
0.22371,0.19419,0.2355,0.19275,20.56,0.152,Binance Coin
0.21647,0.22371,0.22647,0.20729,17.91,0.0324,Binance Coin
0.19981,0.21648,0.21649,0.18239,17.74,0.077,Binance Coin
0.19883,0.19981,0.20779,0.19013,9.63,0.0049,Binance Coin
0.20703,0.19883,0.20754,0.19047,8.54,0.0413,Binance Coin
0.2037,0.20703,0.21452,0.19826,10.33,0.0161,Binance Coin
0.19241,0.2037,0.20499,0.18544,6.79,0.0554,Binance Coin
0.18793,0.19241,0.19852,0.1824,6.62,0.0233,Binance Coin
0.17514,0.18793,0.19042,0.16947,6.59,0.0681,Binance Coin
0.17808,0.17514,0.1796,0.1724,5.69,0.0168,Binance Coin
0.20115,0.17808,0.21161,0.17401,10.19,0.1295,Binance Coin
0.19989,0.20114,0.20645,0.18907,6.77,0.0063,Binance Coin
0.21463,0.19988,0.21741,0.19286,7.27,0.0738,Binance Coin
0.291,0.24096,0.29743,0.23742,13.59,0.3558,Binance Coin
0.29525,0.29101,0.32523,0.25562,19.02,0.0146,Binance Coin
0.29886,0.29526,0.30713,0.27077,13.83,0.0122,Binance Coin
0.28611,0.29882,0.32667,0.27353,12.98,0.0427,Binance Coin
0.27384,0.28609,0.29193,0.25489,8.23,0.0429,Binance Coin
0.23736,0.27384,0.30373,0.23152,12.14,0.1332,Binance Coin
0.24748,0.23737,0.24873,0.22977,10.98,0.0426,Binance Coin
0.25111,0.24741,0.25821,0.23431,7.51,0.0147,Binance Coin
0.24157,0.25082,0.25131,0.21955,6.11,0.038,Binance Coin
0.23273,0.24151,0.24838,0.22849,8.50,0.0366,Binance Coin
0.25392,0.23265,0.2601,0.23152,8.54,0.091,Binance Coin
0.24059,0.25391,0.25997,0.23772,8.31,0.0525,Binance Coin
0.25611,0.24057,0.26354,0.24007,6.97,0.0645,Binance Coin
0.23972,0.25611,0.25904,0.23138,6.60,0.064,Binance Coin
0.24897,0.23971,0.26725,0.22803,7.11,0.0386,Binance Coin
0.26808,0.24898,0.2771,0.24562,6.44,0.0767,Binance Coin
0.46343,0.26813,0.46804,0.26412,8.95,0.7287,Binance Coin
0.62597,0.46288,0.77883,0.41077,25.23,0.3507,Binance Coin
0.58532,0.62578,0.67952,0.544,10.85,0.0649,Binance Coin
0.50589,0.58546,0.62717,0.48577,9.95,0.1357,Binance Coin
0.57659,0.50589,0.65864,0.43985,13.12,0.1397,Binance Coin
0.29461,0.57665,0.58642,0.21523,32.11,0.489,Binance Coin
0.22097,0.29463,0.30993,0.17428,26.67,0.2499,Binance Coin
0.32432,0.22087,0.36878,0.21542,26.32,0.4677,Binance Coin
0.27951,0.32433,0.36658,0.25579,15.00,0.1382,Binance Coin
0.27166,0.27923,0.32793,0.24165,9.69,0.0281,Binance Coin
0.44304,0.27163,0.50882,0.24441,9.93,0.6309,Binance Coin
0.44274,0.44329,0.75358,0.34132,34.45,7.0E4,Binance Coin
0.63303,0.44275,0.64209,0.39789,15.68,0.4298,Binance Coin
0.512,0.63352,0.63792,0.4752,11.18,0.1912,Binance Coin
0.43574,0.512,0.64615,0.3672,16.31,0.1489,Binance Coin
0.46296,0.43578,0.4938,0.3934,7.80,0.0625,Binance Coin
0.4577,0.46296,0.48804,0.42505,5.71,0.0114,Binance Coin
0.52446,0.45768,0.54965,0.42346,6.50,0.1459,Binance Coin
0.54789,0.5246,0.59954,0.45393,11.54,0.0447,Binance Coin
0.57886,0.54789,0.64142,0.53095,7.23,0.0565,Binance Coin
1.37431,0.57886,1.3953,0.56884,21.78,1.3742,Binance Coin
1.54064,1.37428,1.96332,1.3084,20.15,0.121,Binance Coin
1.05015,1.53957,1.56266,0.89374,21.43,0.3184,Binance Coin
1.65073,1.05015,1.66456,0.95088,14.78,0.5719,Binance Coin
1.56237,1.65073,1.76001,1.35493,11.36,0.0535,Binance Coin
1.48591,1.56235,1.62613,1.20537,10.37,0.0489,Binance Coin
0.90502,1.48591,1.69982,0.82006,20.80,0.3909,Binance Coin
0.83041,0.90502,1.06643,0.6507,14.51,0.0824,Binance Coin
0.92274,0.83044,1.0973,0.79877,8.92,0.1112,Binance Coin
0.83121,0.92274,0.97376,0.78577,6.02,0.0992,Binance Coin
0.75977,0.83164,0.92692,0.75589,4.03,0.086,Binance Coin
0.61663,0.75965,0.78412,0.51017,9.64,0.1884,Binance Coin
0.67644,0.61669,0.72851,0.59735,4.90,0.097,Binance Coin
0.62511,0.67644,0.70881,0.5934,3.55,0.0759,Binance Coin
0.58164,0.6247,0.65701,0.56785,2.98,0.0695,Binance Coin
0.60665,0.58167,0.61383,0.51755,3.60,0.043,Binance Coin
0.74434,0.60496,0.76911,0.59105,6.06,0.227,Binance Coin
0.81666,0.74443,0.81814,0.6973,3.54,0.0972,Binance Coin
1.28015,0.81666,1.30885,0.76058,7.33,0.5675,Binance Coin
1.21663,1.28017,1.34807,1.0522,8.18,0.0496,Binance Coin
1.14492,1.21654,1.30288,1.05214,5.58,0.0589,Binance Coin
1.25482,1.14489,1.32231,1.09152,4.98,0.096,Binance Coin
1.07882,1.25486,1.41516,0.9617,8.13,0.1403,Binance Coin
1.07557,1.07884,1.12973,1.02673,3.38,0.003,Binance Coin
0.94014,1.07556,1.08348,0.859,5.76,0.1259,Binance Coin
1.0362,0.94014,1.06994,0.88656,4.40,0.1022,Binance Coin
1.15945,1.0362,1.20814,1.0067,3.89,0.1189,Binance Coin
1.134,1.16036,1.22162,1.06589,4.85,0.0219,Binance Coin
1.09354,1.134,1.16343,1.02483,3.40,0.0357,Binance Coin
1.08406,1.09354,1.15926,0.95469,4.39,0.0087,Binance Coin
1.1512,1.08409,1.25508,1.07002,4.64,0.0619,Binance Coin
1.18937,1.15138,1.34634,1.13594,4.98,0.0332,Binance Coin
1.09614,1.18937,1.21934,1.01839,5.55,0.0784,Binance Coin
0.94547,1.09615,1.09715,0.92297,5.35,0.1375,Binance Coin
0.84697,0.94528,1.02975,0.62065,3.99,0.1042,Binance Coin
0.83722,0.8453,0.933,0.75038,6.58,0.0115,Binance Coin
0.82643,0.83767,0.85633,0.76124,4.08,0.0129,Binance Coin
0.92525,0.82643,1.01612,0.81969,6.03,0.1196,Binance Coin
0.85001,0.92522,0.95497,0.80292,3.36,0.0813,Binance Coin
0.74471,0.85003,0.8638,0.71549,3.60,0.1239,Binance Coin
0.77934,0.74478,0.80681,0.70058,3.16,0.0465,Binance Coin
